qseqid	sseqid	pident	length	qstart	qend	sstart	send	evalue	score
gi|290752280|emb|CBH40251.1|	gi|290752299|emb|CBH40270.1|	22.835	254	264	503	99	328	5.81e-06	101
gi|290752280|emb|CBH40251.1|	gi|290752787|emb|CBH40762.1|	34.021	97	6	102	45	138	4.49e-10	136
gi|290752280|emb|CBH40251.1|	gi|290752787|emb|CBH40762.1|	25.581	86	139	223	468	553	6.70e-04	84
gi|290752280|emb|CBH40251.1|	gi|290752787|emb|CBH40762.1|	20.213	94	424	512	475	565	0.001	82
gi|290752280|emb|CBH40251.1|	gi|290752787|emb|CBH40762.1|	25.424	59	276	334	57	115	0.010	75
gi|290752280|emb|CBH40251.1|	gi|290752591|emb|CBH40563.1|	29.612	206	24	223	385	579	1.26e-09	132
gi|290752280|emb|CBH40251.1|	gi|290752591|emb|CBH40563.1|	40.845	71	264	331	365	435	1.37e-07	115
gi|290752280|emb|CBH40251.1|	gi|290752894|emb|CBH40869.1|	27.273	198	21	218	373	562	1.02e-07	116
gi|290752280|emb|CBH40251.1|	gi|290752894|emb|CBH40869.1|	24.390	205	254	455	348	524	0.003	78
gi|290752280|emb|CBH40251.1|	gi|290752391|emb|CBH40362.1|	22.581	310	5	231	10	316	1.22e-07	115
gi|290752280|emb|CBH40251.1|	gi|290752391|emb|CBH40362.1|	28.916	83	424	501	231	309	1.74e-05	97
gi|290752280|emb|CBH40251.1|	gi|290752391|emb|CBH40362.1|	28.358	67	261	327	9	74	0.005	77
gi|290752280|emb|CBH40251.1|	gi|290752893|emb|CBH40868.1|	25.000	240	11	224	369	586	1.49e-06	106
gi|290752280|emb|CBH40251.1|	gi|290752893|emb|CBH40868.1|	24.280	243	264	503	370	587	1.39e-05	98
gi|290752280|emb|CBH40251.1|	gi|290752526|emb|CBH40498.1|	29.907	107	142	242	200	303	2.52e-06	103
gi|290752280|emb|CBH40251.1|	gi|290752526|emb|CBH40498.1|	35.417	48	23	70	23	70	2.16e-04	87
gi|290752280|emb|CBH40251.1|	gi|290752526|emb|CBH40498.1|	27.174	92	280	370	22	105	0.016	72
gi|290752280|emb|CBH40251.1|	gi|290752526|emb|CBH40498.1|	34.375	32	424	455	204	235	0.82	58
gi|290752280|emb|CBH40251.1|	gi|290752668|emb|CBH40641.1|	29.412	102	117	211	798	899	6.76e-06	101
gi|290752280|emb|CBH40251.1|	gi|290752668|emb|CBH40641.1|	21.495	214	129	315	462	661	0.010	75
gi|290752280|emb|CBH40251.1|	gi|290752298|emb|CBH40269.1|	30.337	89	424	507	282	366	1.37e-05	98
gi|290752280|emb|CBH40251.1|	gi|290752298|emb|CBH40269.1|	30.769	78	151	224	287	361	8.41e-04	83
gi|290752280|emb|CBH40251.1|	gi|290752298|emb|CBH40269.1|	26.471	102	254	351	27	120	0.002	81
gi|290752280|emb|CBH40251.1|	gi|290752298|emb|CBH40269.1|	34.615	52	14	65	52	100	0.016	72
gi|290752280|emb|CBH40251.1|	gi|290752979|emb|CBH40955.1|	37.209	43	29	71	36	78	6.52e-05	92
gi|290752280|emb|CBH40251.1|	gi|290752979|emb|CBH40955.1|	26.966	89	139	223	207	292	2.96e-04	87
gi|290752280|emb|CBH40251.1|	gi|290752979|emb|CBH40955.1|	24.706	85	418	501	208	292	5.99e-04	84
gi|290752280|emb|CBH40251.1|	gi|290752979|emb|CBH40955.1|	36.842	38	287	324	36	73	0.007	75
gi|290752280|emb|CBH40251.1|	gi|290752491|emb|CBH40463.1|	23.649	148	378	520	162	308	1.02e-04	90
gi|290752280|emb|CBH40251.1|	gi|290752491|emb|CBH40463.1|	43.243	37	29	65	38	74	0.095	66
gi|290752280|emb|CBH40251.1|	gi|290752491|emb|CBH40463.1|	18.919	74	151	223	216	289	2.6	54
gi|290752280|emb|CBH40251.1|	gi|290752592|emb|CBH40564.1|	24.506	253	264	501	357	568	1.16e-04	91
gi|290752280|emb|CBH40251.1|	gi|290752592|emb|CBH40564.1|	24.891	229	7	223	357	568	3.72e-04	86
gi|290752280|emb|CBH40251.1|	gi|290752373|emb|CBH40344.1|	43.182	44	20	63	28	71	1.63e-04	90
gi|290752280|emb|CBH40251.1|	gi|290752373|emb|CBH40344.1|	26.190	84	424	503	624	704	2.73e-04	88
gi|290752280|emb|CBH40251.1|	gi|290752373|emb|CBH40344.1|	30.952	84	151	230	629	709	3.50e-04	87
gi|290752280|emb|CBH40251.1|	gi|290752373|emb|CBH40344.1|	50.000	24	283	306	33	56	0.079	67
gi|290752280|emb|CBH40251.1|	gi|290752372|emb|CBH40343.1|	28.947	76	151	224	196	270	0.006	76
gi|290752280|emb|CBH40251.1|	gi|290752372|emb|CBH40343.1|	22.222	117	423	527	190	300	0.20	63
gi|290752280|emb|CBH40251.1|	gi|290752379|emb|CBH40350.1|	33.962	53	15	67	492	534	0.10	66
gi|290752280|emb|CBH40251.1|	gi|290752821|emb|CBH40796.1|	30.952	84	167	249	222	290	0.75	58
gi|290752280|emb|CBH40251.1|	gi|290752430|emb|CBH40401.1|	26.214	103	222	317	289	388	5.8	51
gi|290752280|emb|CBH40251.1|	gi|290752577|emb|CBH40549.1|	37.037	27	79	105	726	752	6.5	51
gi|290752281|emb|CBH40252.1|	gi|290752281|emb|CBH40252.1|	100.000	662	1	662	1	662	0.0	3420
gi|290752281|emb|CBH40252.1|	gi|290752330|emb|CBH40301.1|	27.160	81	519	596	792	872	0.49	61
gi|290752281|emb|CBH40252.1|	gi|290752623|emb|CBH40596.1|	33.333	60	411	461	107	166	1.9	55
gi|290752281|emb|CBH40252.1|	gi|290752314|emb|CBH40285.1|	25.000	100	534	624	59	156	2.4	54
gi|290752281|emb|CBH40252.1|	gi|290753043|emb|CBH41019.1|	27.632	76	527	600	138	209	2.4	54
gi|290752281|emb|CBH40252.1|	gi|290752689|emb|CBH40663.1|	32.432	37	443	479	295	331	3.3	54
gi|290752281|emb|CBH40252.1|	gi|290752502|emb|CBH40474.1|	44.444	27	627	653	132	158	3.6	53
gi|290752281|emb|CBH40252.1|	gi|290752293|emb|CBH40264.1|	32.500	40	565	604	221	257	3.9	54
gi|290752281|emb|CBH40252.1|	gi|290752860|emb|CBH40835.1|	35.000	60	432	487	704	763	7.0	52
gi|290752281|emb|CBH40252.1|	gi|290753014|emb|CBH40990.1|	41.667	24	134	157	63	86	9.3	50
gi|290752282|emb|CBH40253.1|	gi|290752282|emb|CBH40253.1|	100.000	325	1	325	1	325	0.0	1672
gi|290752282|emb|CBH40253.1|	gi|290752281|emb|CBH40252.1|	23.671	207	17	216	90	290	0.034	68
gi|290752282|emb|CBH40253.1|	gi|290752803|emb|CBH40778.1|	26.744	86	74	157	22	105	0.32	57
gi|290752282|emb|CBH40253.1|	gi|290752529|emb|CBH40501.1|	57.895	19	112	130	143	161	2.5	52
gi|290752282|emb|CBH40253.1|	gi|290752320|emb|CBH40291.1|	32.353	34	199	232	272	305	5.7	49
gi|290752282|emb|CBH40253.1|	gi|290752911|emb|CBH40886.1|	30.357	56	86	141	2170	2214	6.4	49
gi|290752282|emb|CBH40253.1|	gi|290752769|emb|CBH40744.1|	24.242	33	225	257	4	36	8.0	47
gi|290752282|emb|CBH40253.1|	gi|290752361|emb|CBH40332.1|	52.632	19	201	219	22	40	9.7	47
gi|290752283|emb|CBH40254.1|	gi|290752283|emb|CBH40254.1|	100.000	220	1	220	1	220	1.70e-164	1151
gi|290752283|emb|CBH40254.1|	gi|290752284|emb|CBH40255.1|	50.704	213	1	213	1	212	2.23e-74	559
gi|290752283|emb|CBH40254.1|	gi|290752671|emb|CBH40644.1|	55.000	20	4	23	6	25	1.4	52
gi|290752283|emb|CBH40254.1|	gi|290753007|emb|CBH40983.1|	20.588	102	85	185	88	182	1.4	51
gi|290752283|emb|CBH40254.1|	gi|290752910|emb|CBH40885.1|	24.444	45	138	182	774	818	3.3	49
gi|290752283|emb|CBH40254.1|	gi|290752906|emb|CBH40881.1|	36.667	30	63	92	25	52	6.6	47
gi|290752283|emb|CBH40254.1|	gi|290752579|emb|CBH40551.1|	34.091	44	159	202	380	423	7.6	46
gi|290752283|emb|CBH40254.1|	gi|290752649|emb|CBH40622.1|	22.667	150	44	187	820	950	7.7	46
gi|290752283|emb|CBH40254.1|	gi|290752964|emb|CBH40939.1|	33.333	36	185	220	14	49	8.8	45
gi|290752284|emb|CBH40255.1|	gi|290752284|emb|CBH40255.1|	100.000	217	1	217	1	217	5.64e-161	1128
gi|290752284|emb|CBH40255.1|	gi|290752283|emb|CBH40254.1|	50.704	213	1	212	1	213	2.20e-74	559
gi|290752284|emb|CBH40255.1|	gi|290752910|emb|CBH40885.1|	31.034	116	106	215	740	853	0.017	68
gi|290752284|emb|CBH40255.1|	gi|290752839|emb|CBH40814.1|	26.786	56	154	209	56	111	0.44	55
gi|290752284|emb|CBH40255.1|	gi|290752877|emb|CBH40852.1|	27.397	146	72	209	78	198	1.0	53
gi|290752284|emb|CBH40255.1|	gi|290752935|emb|CBH40910.1|	26.154	65	130	194	147	209	1.2	52
gi|290752284|emb|CBH40255.1|	gi|290752724|emb|CBH40698.1|	26.154	65	130	194	147	209	1.2	52
gi|290752284|emb|CBH40255.1|	gi|290752544|emb|CBH40516.1|	26.154	65	130	194	147	209	1.2	52
gi|290752284|emb|CBH40255.1|	gi|290752948|emb|CBH40923.1|	47.619	21	170	190	26	46	2.6	50
gi|290752284|emb|CBH40255.1|	gi|290752925|emb|CBH40900.1|	55.000	20	1	20	529	545	3.8	49
gi|290752284|emb|CBH40255.1|	gi|290752733|emb|CBH40708.1|	55.000	20	1	20	529	545	3.8	49
gi|290752284|emb|CBH40255.1|	gi|290752555|emb|CBH40527.1|	55.000	20	1	20	529	545	3.8	49
gi|290752284|emb|CBH40255.1|	gi|290752619|emb|CBH40592.1|	22.642	53	164	216	275	327	4.5	48
gi|290752284|emb|CBH40255.1|	gi|290752720|emb|CBH40694.1|	28.571	84	74	153	418	494	5.0	48
gi|290752284|emb|CBH40255.1|	gi|290753007|emb|CBH40983.1|	20.859	163	1	146	1	145	5.3	47
gi|290752284|emb|CBH40255.1|	gi|290752294|emb|CBH40265.1|	34.783	23	4	26	12	34	7.1	46
gi|290752284|emb|CBH40255.1|	gi|290752787|emb|CBH40762.1|	43.182	44	166	205	390	432	7.2	46
gi|290752285|emb|CBH40256.1|	gi|290752285|emb|CBH40256.1|	100.000	621	1	621	1	621	0.0	3210
gi|290752285|emb|CBH40256.1|	gi|290752871|emb|CBH40846.1|	34.896	576	63	620	127	688	7.41e-93	758
gi|290752285|emb|CBH40256.1|	gi|290752870|emb|CBH40845.1|	31.335	517	110	619	54	537	7.24e-65	560
gi|290752285|emb|CBH40256.1|	gi|290752517|emb|CBH40489.1|	23.327	493	192	588	113	597	3.97e-18	203
gi|290752285|emb|CBH40256.1|	gi|290752509|emb|CBH40481.1|	27.950	161	457	596	433	591	4.70e-12	153
gi|290752285|emb|CBH40256.1|	gi|290752509|emb|CBH40481.1|	33.333	117	220	335	153	269	6.09e-12	152
gi|290752285|emb|CBH40256.1|	gi|290753004|emb|CBH40980.1|	25.373	201	86	250	56	251	0.23	63
gi|290752285|emb|CBH40256.1|	gi|290752593|emb|CBH40565.1|	30.435	46	360	405	328	373	1.2	58
gi|290752285|emb|CBH40256.1|	gi|290752487|emb|CBH40459.1|	39.394	33	589	621	218	250	1.3	57
gi|290752285|emb|CBH40256.1|	gi|290752784|emb|CBH40759.1|	27.083	96	356	443	28	110	1.4	55
gi|290752285|emb|CBH40256.1|	gi|290752463|emb|CBH40435.1|	38.710	31	518	548	3	33	2.6	55
gi|290752285|emb|CBH40256.1|	gi|290752441|emb|CBH40412.1|	35.000	40	77	116	818	853	3.3	54
gi|290752285|emb|CBH40256.1|	gi|290752747|emb|CBH40722.1|	27.731	119	278	385	319	428	8.0	51
gi|290752285|emb|CBH40256.1|	gi|290752591|emb|CBH40563.1|	33.333	30	471	500	44	73	9.6	50
gi|290752285|emb|CBH40256.1|	gi|290752540|emb|CBH40512.1|	34.615	26	468	493	496	521	9.8	50
gi|290752286|emb|CBH40257.1|	gi|290752286|emb|CBH40257.1|	100.000	497	1	497	1	497	0.0	2609
gi|290752286|emb|CBH40257.1|	gi|290752289|emb|CBH40260.1|	45.985	411	1	401	1	401	4.59e-108	826
gi|290752286|emb|CBH40257.1|	gi|290752289|emb|CBH40260.1|	46.053	76	389	464	314	389	5.40e-18	198
gi|290752286|emb|CBH40257.1|	gi|290752289|emb|CBH40260.1|	39.683	63	411	473	311	373	2.56e-09	128
gi|290752286|emb|CBH40257.1|	gi|290753064|emb|CBH41040.1|	43.373	332	133	458	5	328	4.98e-75	600
gi|290752286|emb|CBH40257.1|	gi|290753064|emb|CBH41040.1|	27.027	74	411	484	181	254	1.75e-06	104
gi|290752286|emb|CBH40257.1|	gi|290752684|emb|CBH40657.1|	45.399	163	258	420	302	462	2.35e-42	385
gi|290752286|emb|CBH40257.1|	gi|290752684|emb|CBH40657.1|	43.421	152	342	492	333	483	2.56e-31	304
gi|290752286|emb|CBH40257.1|	gi|290752287|emb|CBH40258.1|	62.245	98	400	497	1	98	8.09e-40	338
gi|290752286|emb|CBH40257.1|	gi|290752287|emb|CBH40258.1|	54.286	70	326	394	2	71	6.16e-18	181
gi|290752286|emb|CBH40257.1|	gi|290752287|emb|CBH40258.1|	40.741	54	311	364	12	65	1.40e-08	112
gi|290752286|emb|CBH40257.1|	gi|290752287|emb|CBH40258.1|	25.806	31	309	339	35	65	0.46	56
gi|290752286|emb|CBH40257.1|	gi|290752399|emb|CBH40370.1|	41.398	186	284	468	148	333	1.01e-34	328
gi|290752286|emb|CBH40257.1|	gi|290752399|emb|CBH40370.1|	35.417	192	310	475	249	440	2.97e-32	309
gi|290752286|emb|CBH40257.1|	gi|290752399|emb|CBH40370.1|	45.455	110	361	470	175	284	2.01e-25	257
gi|290752286|emb|CBH40257.1|	gi|290752399|emb|CBH40370.1|	35.043	117	369	484	157	273	1.02e-17	197
gi|290752286|emb|CBH40257.1|	gi|290752974|emb|CBH40950.1|	34.599	237	261	461	63	297	4.94e-34	322
gi|290752286|emb|CBH40257.1|	gi|290752974|emb|CBH40950.1|	33.937	221	293	489	206	424	1.19e-30	297
gi|290752286|emb|CBH40257.1|	gi|290752974|emb|CBH40950.1|	38.346	133	344	463	94	225	2.20e-17	194
gi|290752286|emb|CBH40257.1|	gi|290752974|emb|CBH40950.1|	34.483	29	436	464	112	140	2.9	53
gi|290752286|emb|CBH40257.1|	gi|290752617|emb|CBH40590.1|	39.394	165	259	421	159	321	3.54e-29	281
gi|290752286|emb|CBH40257.1|	gi|290752617|emb|CBH40590.1|	43.284	134	361	491	209	342	6.07e-26	257
gi|290752286|emb|CBH40257.1|	gi|290752692|emb|CBH40666.1|	32.609	230	146	361	156	382	2.05e-26	263
gi|290752286|emb|CBH40257.1|	gi|290752692|emb|CBH40666.1|	29.333	75	373	443	319	393	0.002	80
gi|290752286|emb|CBH40257.1|	gi|290752692|emb|CBH40666.1|	34.091	44	411	454	332	375	0.003	78
gi|290752286|emb|CBH40257.1|	gi|290752692|emb|CBH40666.1|	27.451	51	434	484	330	380	0.075	66
gi|290752286|emb|CBH40257.1|	gi|290752691|emb|CBH40665.1|	29.897	291	101	366	32	316	5.60e-23	234
gi|290752286|emb|CBH40257.1|	gi|290752691|emb|CBH40665.1|	32.653	49	411	459	257	305	1.00e-04	90
gi|290752286|emb|CBH40257.1|	gi|290752691|emb|CBH40665.1|	36.111	36	436	471	257	292	0.011	73
gi|290752286|emb|CBH40257.1|	gi|290752691|emb|CBH40665.1|	26.250	80	369	443	239	318	1.1	57
gi|290752286|emb|CBH40257.1|	gi|290752503|emb|CBH40475.1|	30.769	208	165	369	65	265	6.75e-15	171
gi|290752286|emb|CBH40257.1|	gi|290752503|emb|CBH40475.1|	32.653	98	394	491	190	287	2.37e-12	151
gi|290752286|emb|CBH40257.1|	gi|290752503|emb|CBH40475.1|	36.842	76	369	444	190	265	1.34e-11	145
gi|290752286|emb|CBH40257.1|	gi|290753030|emb|CBH41006.1|	28.889	90	142	224	76	164	3.63e-05	93
gi|290752286|emb|CBH40257.1|	gi|290753031|emb|CBH41007.1|	29.348	92	142	221	73	158	1.96e-04	86
gi|290752286|emb|CBH40257.1|	gi|290753044|emb|CBH41020.1|	27.473	91	142	221	68	152	0.020	70
gi|290752286|emb|CBH40257.1|	gi|290752428|emb|CBH40399.1|	38.235	34	1	34	1	34	0.28	62
gi|290752286|emb|CBH40257.1|	gi|290752706|emb|CBH40680.1|	48.387	31	6	32	8	38	0.36	61
gi|290752286|emb|CBH40257.1|	gi|290752278|emb|CBH40249.1|	47.826	23	4	25	3	25	1.1	57
gi|290752286|emb|CBH40257.1|	gi|290753052|emb|CBH41028.1|	50.000	26	4	28	3	28	1.9	53
gi|290752286|emb|CBH40257.1|	gi|290752763|emb|CBH40738.1|	19.672	122	357	469	442	555	2.2	54
gi|290752286|emb|CBH40257.1|	gi|290752457|emb|CBH40429.1|	47.826	23	4	26	3	25	3.5	52
gi|290752286|emb|CBH40257.1|	gi|290752512|emb|CBH40484.1|	47.619	21	21	41	22	42	5.2	51
gi|290752286|emb|CBH40257.1|	gi|290752501|emb|CBH40473.1|	34.483	58	1	55	1	58	5.3	51
gi|290752286|emb|CBH40257.1|	gi|290752374|emb|CBH40345.1|	33.333	27	1	27	2	28	9.6	49
gi|290752287|emb|CBH40258.1|	gi|290752287|emb|CBH40258.1|	100.000	100	1	100	1	100	2.20e-73	528
gi|290752287|emb|CBH40258.1|	gi|290752286|emb|CBH40257.1|	62.245	98	1	98	400	497	1.53e-40	338
gi|290752287|emb|CBH40258.1|	gi|290752286|emb|CBH40257.1|	54.286	70	2	71	326	394	1.17e-18	181
gi|290752287|emb|CBH40258.1|	gi|290752286|emb|CBH40257.1|	40.741	54	12	65	311	364	2.61e-09	112
gi|290752287|emb|CBH40258.1|	gi|290752286|emb|CBH40257.1|	25.806	31	35	65	309	339	0.098	56
gi|290752287|emb|CBH40258.1|	gi|290752684|emb|CBH40657.1|	43.478	92	2	93	393	483	7.16e-20	190
gi|290752287|emb|CBH40258.1|	gi|290752684|emb|CBH40657.1|	43.750	64	2	65	368	431	1.28e-13	144
gi|290752287|emb|CBH40258.1|	gi|290752684|emb|CBH40657.1|	42.105	57	10	66	351	407	1.74e-10	121
gi|290752287|emb|CBH40258.1|	gi|290752684|emb|CBH40657.1|	45.652	46	1	46	417	462	1.08e-08	108
gi|290752287|emb|CBH40258.1|	gi|290753064|emb|CBH41040.1|	52.857	70	2	71	246	315	2.27e-19	185
gi|290752287|emb|CBH40258.1|	gi|290753064|emb|CBH41040.1|	43.750	64	2	65	196	259	5.61e-13	139
gi|290752287|emb|CBH40258.1|	gi|290753064|emb|CBH41040.1|	49.153	59	1	59	270	328	1.40e-12	136
gi|290752287|emb|CBH40258.1|	gi|290753064|emb|CBH41040.1|	34.667	75	12	86	181	255	1.48e-10	121
gi|290752287|emb|CBH40258.1|	gi|290752289|emb|CBH40260.1|	51.562	64	2	65	326	389	1.82e-18	179
gi|290752287|emb|CBH40258.1|	gi|290752289|emb|CBH40260.1|	57.692	52	1	52	350	401	7.15e-14	146
gi|290752287|emb|CBH40258.1|	gi|290752289|emb|CBH40260.1|	43.636	55	12	66	311	365	2.09e-11	127
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	45.333	75	2	76	366	440	6.95e-18	175
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	48.000	75	2	76	190	263	1.83e-16	165
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	51.613	62	1	62	239	300	4.57e-16	162
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	47.761	67	1	67	214	280	3.57e-15	155
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	37.313	67	1	67	340	406	4.72e-11	125
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	42.593	54	12	65	175	228	1.24e-10	122
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	34.848	66	1	65	314	379	2.83e-10	119
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	42.500	40	1	40	390	429	1.29e-05	85
gi|290752287|emb|CBH40258.1|	gi|290752399|emb|CBH40370.1|	37.736	53	20	71	157	208	9.93e-05	78
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	38.000	100	1	100	335	434	4.01e-17	170
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	41.538	65	1	65	310	374	1.07e-10	122
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	41.176	51	12	62	112	162	1.62e-10	121
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	42.029	69	1	69	212	279	1.03e-09	115
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	45.161	62	1	62	237	297	1.60e-09	114
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	43.284	67	1	67	286	351	2.14e-09	113
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	41.333	75	1	63	151	224	1.43e-08	107
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	43.077	65	1	65	261	324	1.89e-08	106
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	35.135	74	1	62	126	199	6.40e-08	102
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	43.548	62	1	62	188	248	1.89e-07	98
gi|290752287|emb|CBH40258.1|	gi|290752974|emb|CBH40950.1|	30.000	50	17	65	91	140	0.006	65
gi|290752287|emb|CBH40258.1|	gi|290752617|emb|CBH40590.1|	34.167	120	1	92	223	342	7.07e-14	145
gi|290752287|emb|CBH40258.1|	gi|290752617|emb|CBH40590.1|	43.636	55	12	66	209	263	9.62e-11	122
gi|290752287|emb|CBH40258.1|	gi|290752617|emb|CBH40590.1|	38.776	49	20	65	191	237	1.93e-04	76
gi|290752287|emb|CBH40258.1|	gi|290752503|emb|CBH40475.1|	41.538	65	1	65	196	260	5.93e-13	138
gi|290752287|emb|CBH40258.1|	gi|290752503|emb|CBH40475.1|	39.130	46	1	46	221	266	7.04e-08	101
gi|290752287|emb|CBH40258.1|	gi|290752503|emb|CBH40475.1|	34.783	46	20	65	190	235	8.62e-06	86
gi|290752287|emb|CBH40258.1|	gi|290752503|emb|CBH40475.1|	48.000	25	43	67	188	212	0.009	63
gi|290752287|emb|CBH40258.1|	gi|290752692|emb|CBH40666.1|	48.485	33	35	67	330	362	7.12e-06	87
gi|290752287|emb|CBH40258.1|	gi|290752692|emb|CBH40666.1|	32.609	46	15	60	335	380	2.58e-04	75
gi|290752287|emb|CBH40258.1|	gi|290752691|emb|CBH40665.1|	39.535	43	29	71	250	291	3.10e-05	82
gi|290752287|emb|CBH40258.1|	gi|290752691|emb|CBH40665.1|	32.075	53	12	64	257	309	1.01e-04	78
gi|290752287|emb|CBH40258.1|	gi|290752334|emb|CBH40305.1|	33.333	48	48	92	569	614	0.10	56
gi|290752287|emb|CBH40258.1|	gi|290752647|emb|CBH40620.1|	30.645	62	34	94	62	113	0.23	53
gi|290752287|emb|CBH40258.1|	gi|290752422|emb|CBH40393.1|	26.667	60	38	95	193	252	0.29	53
gi|290752287|emb|CBH40258.1|	gi|290752422|emb|CBH40393.1|	25.287	87	8	89	119	201	8.7	41
gi|290752287|emb|CBH40258.1|	gi|290753072|emb|CBH41048.1|	36.364	22	73	94	40	61	4.6	43
gi|290752287|emb|CBH40258.1|	gi|290752303|emb|CBH40274.1|	32.143	56	8	56	3271	3326	5.2	43
gi|290752287|emb|CBH40258.1|	gi|290752303|emb|CBH40274.1|	24.658	73	20	80	2425	2489	5.5	43
gi|290752287|emb|CBH40258.1|	gi|290753053|emb|CBH41029.1|	26.154	65	11	75	279	331	6.6	42
gi|290752287|emb|CBH40258.1|	gi|290752380|emb|CBH40351.1|	31.579	38	56	93	74	106	6.6	41
gi|290752287|emb|CBH40258.1|	gi|290752330|emb|CBH40301.1|	33.333	18	14	31	1270	1287	8.5	42
gi|290752288|emb|CBH40259.1|	gi|290753018|emb|CBH40994.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752811|emb|CBH40786.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752768|emb|CBH40743.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752719|emb|CBH40693.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752643|emb|CBH40616.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752636|emb|CBH40609.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752611|emb|CBH40583.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752473|emb|CBH40445.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752368|emb|CBH40339.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290752288|emb|CBH40259.1|	100.000	342	1	342	1	342	0.0	1791
gi|290752288|emb|CBH40259.1|	gi|290753048|emb|CBH41024.1|	99.123	342	1	342	1	342	0.0	1782
gi|290752288|emb|CBH40259.1|	gi|290752820|emb|CBH40795.1|	99.123	342	1	342	1	342	0.0	1782
gi|290752288|emb|CBH40259.1|	gi|290752799|emb|CBH40774.1|	33.129	163	184	338	168	330	2.98e-19	202
gi|290752288|emb|CBH40259.1|	gi|290752419|emb|CBH40390.1|	33.129	163	184	338	168	330	2.98e-19	202
gi|290752288|emb|CBH40259.1|	gi|290752970|emb|CBH40945.1|	33.129	163	184	338	168	330	3.25e-19	202
gi|290752288|emb|CBH40259.1|	gi|290752313|emb|CBH40284.1|	25.843	89	62	147	213	288	1.2	55
gi|290752288|emb|CBH40259.1|	gi|290752866|emb|CBH40841.1|	22.222	90	83	159	104	193	3.4	51
gi|290752288|emb|CBH40259.1|	gi|290752921|emb|CBH40896.1|	34.286	35	205	239	177	211	5.7	49
gi|290752288|emb|CBH40259.1|	gi|290752737|emb|CBH40712.1|	34.286	35	205	239	177	211	5.7	49
gi|290752288|emb|CBH40259.1|	gi|290752559|emb|CBH40531.1|	34.286	35	205	239	177	211	5.7	49
gi|290752288|emb|CBH40259.1|	gi|290752427|emb|CBH40398.1|	29.730	74	131	197	453	520	6.0	49
gi|290752288|emb|CBH40259.1|	gi|290752860|emb|CBH40835.1|	39.130	23	83	105	104	126	7.7	48
gi|290752289|emb|CBH40260.1|	gi|290752289|emb|CBH40260.1|	100.000	402	1	402	1	402	0.0	2088
gi|290752289|emb|CBH40260.1|	gi|290752286|emb|CBH40257.1|	45.985	411	1	401	1	401	2.00e-106	815
gi|290752289|emb|CBH40260.1|	gi|290752286|emb|CBH40257.1|	39.683	63	311	373	411	473	1.69e-09	129
gi|290752289|emb|CBH40260.1|	gi|290753064|emb|CBH41040.1|	39.560	273	136	401	9	271	5.81e-55	457
gi|290752289|emb|CBH40260.1|	gi|290752684|emb|CBH40657.1|	45.213	188	216	401	266	443	9.36e-41	368
gi|290752289|emb|CBH40260.1|	gi|290752684|emb|CBH40657.1|	34.545	55	292	346	410	463	2.36e-04	86
gi|290752289|emb|CBH40260.1|	gi|290752692|emb|CBH40666.1|	30.657	411	1	363	1	384	2.33e-36	332
gi|290752289|emb|CBH40260.1|	gi|290752691|emb|CBH40665.1|	35.135	222	148	357	85	303	2.51e-28	270
